num, x, y
0,92.62992800000006,41.363856000000055,
1,92.62992800000006,87.36385600000006,
2,92.62992800000006,133.36385600000006,
3,92.62992800000006,179.36385600000006,
4,92.62992800000006,225.36385600000006,
5,92.62992800000006,271.36385600000006,
6,92.62992800000006,317.36385600000006,
7,92.62992800000006,363.36385600000006,
8,92.62992800000006,409.36385600000006,
9,92.62992800000006,455.36385600000006,
10,92.62992800000006,501.36385600000006,
11,92.62992800000006,547.363856,
12,92.62992800000006,593.363856,
13,92.62992800000006,639.363856,
14,138.62992800000006,41.363856000000055,
15,138.62992800000006,87.36385600000006,
16,138.62992800000006,133.36385600000006,
17,138.62992800000006,179.36385600000006,
18,138.62992800000006,225.36385600000006,
19,138.62992800000006,271.36385600000006,
20,138.62992800000006,317.36385600000006,
21,138.62992800000006,363.36385600000006,
22,138.62992800000006,409.36385600000006,
23,138.62992800000006,455.36385600000006,
24,138.62992800000006,501.36385600000006,
25,138.62992800000006,547.363856,
26,138.62992800000006,593.363856,
27,138.62992800000006,639.363856,
28,184.62992800000006,41.363856000000055,
29,184.62992800000006,87.36385600000006,
30,184.62992800000006,133.36385600000006,
31,184.62992800000006,179.36385600000006,
32,184.62992800000006,225.36385600000006,
33,184.62992800000006,271.36385600000006,
34,184.62992800000006,317.36385600000006,
35,184.62992800000006,363.36385600000006,
36,184.62992800000006,409.36385600000006,
37,184.62992800000006,455.36385600000006,
38,184.62992800000006,501.36385600000006,
39,184.62992800000006,547.363856,
40,184.62992800000006,593.363856,
41,184.62992800000006,639.363856,
42,230.62992800000006,41.363856000000055,
43,230.62992800000006,87.36385600000006,
44,230.62992800000006,133.36385600000006,
45,230.62992800000006,179.36385600000006,
46,230.62992800000006,225.36385600000006,
47,230.62992800000006,271.36385600000006,
48,230.62992800000006,317.36385600000006,
49,230.62992800000006,363.36385600000006,
50,230.62992800000006,409.36385600000006,
51,230.62992800000006,455.36385600000006,
52,230.62992800000006,501.36385600000006,
53,230.62992800000006,547.363856,
54,230.62992800000006,593.363856,
55,230.62992800000006,639.363856,
56,276.62992800000006,41.363856000000055,
57,276.62992800000006,87.36385600000006,
58,276.62992800000006,133.36385600000006,
59,276.62992800000006,179.36385600000006,
60,276.62992800000006,225.36385600000006,
61,276.62992800000006,271.36385600000006,
62,276.62992800000006,317.36385600000006,
63,276.62992800000006,363.36385600000006,
64,276.62992800000006,409.36385600000006,
65,276.62992800000006,455.36385600000006,
66,276.62992800000006,501.36385600000006,
67,276.62992800000006,547.363856,
68,276.62992800000006,593.363856,
69,276.62992800000006,639.363856,
70,322.62992800000006,41.363856000000055,
71,322.62992800000006,87.36385600000006,
72,322.62992800000006,133.36385600000006,
73,322.62992800000006,179.36385600000006,
74,322.62992800000006,225.36385600000006,
75,322.62992800000006,271.36385600000006,
76,322.62992800000006,317.36385600000006,
77,322.62992800000006,363.36385600000006,
78,322.62992800000006,409.36385600000006,
79,322.62992800000006,455.36385600000006,
80,322.62992800000006,501.36385600000006,
81,322.62992800000006,547.363856,
82,322.62992800000006,593.363856,
83,322.62992800000006,639.363856,
84,368.62992800000006,41.363856000000055,
