num, x, y
85,368.62992800000006,87.36385600000006,
86,368.62992800000006,133.36385600000006,
87,368.62992800000006,179.36385600000006,
88,368.62992800000006,225.36385600000006,
89,368.62992800000006,271.36385600000006,
90,368.62992800000006,317.36385600000006,
91,368.62992800000006,363.36385600000006,
92,368.62992800000006,409.36385600000006,
93,368.62992800000006,455.36385600000006,
94,368.62992800000006,501.36385600000006,
95,368.62992800000006,547.363856,
96,368.62992800000006,593.363856,
97,368.62992800000006,639.363856,
98,414.62992800000006,41.363856000000055,
99,414.62992800000006,87.36385600000006,
100,414.62992800000006,133.36385600000006,
101,414.62992800000006,179.36385600000006,
102,414.62992800000006,225.36385600000006,
103,414.62992800000006,271.36385600000006,
104,414.62992800000006,317.36385600000006,
105,414.62992800000006,363.36385600000006,
106,414.62992800000006,409.36385600000006,
107,414.62992800000006,455.36385600000006,
108,414.62992800000006,501.36385600000006,
109,414.62992800000006,547.363856,
110,414.62992800000006,593.363856,
111,414.62992800000006,639.363856,
112,460.62992800000006,41.363856000000055,
113,460.62992800000006,87.36385600000006,
114,460.62992800000006,133.36385600000006,
115,460.62992800000006,179.36385600000006,
116,460.62992800000006,225.36385600000006,
117,460.62992800000006,271.36385600000006,
118,460.62992800000006,317.36385600000006,
119,460.62992800000006,363.36385600000006,
120,460.62992800000006,409.36385600000006,
121,460.62992800000006,455.36385600000006,
122,460.62992800000006,501.36385600000006,
123,460.62992800000006,547.363856,
124,460.62992800000006,593.363856,
125,460.62992800000006,639.363856,
126,506.62992800000006,41.363856000000055,
127,506.62992800000006,87.36385600000006,
128,506.62992800000006,133.36385600000006,
129,506.62992800000006,179.36385600000006,
130,506.62992800000006,225.36385600000006,
131,506.62992800000006,271.36385600000006,
132,506.62992800000006,317.36385600000006,
133,506.62992800000006,363.36385600000006,
134,506.62992800000006,409.36385600000006,
135,506.62992800000006,455.36385600000006,
136,506.62992800000006,501.36385600000006,
137,506.62992800000006,547.363856,
138,506.62992800000006,593.363856,
139,506.62992800000006,639.363856,
140,552.6299280000001,41.363856000000055,
141,552.6299280000001,87.36385600000006,
142,552.6299280000001,133.36385600000006,
143,552.6299280000001,179.36385600000006,
144,552.6299280000001,225.36385600000006,
145,552.6299280000001,271.36385600000006,
146,552.6299280000001,317.36385600000006,
147,552.6299280000001,363.36385600000006,
148,552.6299280000001,409.36385600000006,
149,552.6299280000001,455.36385600000006,
150,552.6299280000001,501.36385600000006,
151,552.6299280000001,547.363856,
152,552.6299280000001,593.363856,
153,552.6299280000001,639.363856,
154,598.6299280000001,41.363856000000055,
155,598.6299280000001,87.36385600000006,
156,598.6299280000001,133.36385600000006,
157,598.6299280000001,179.36385600000006,
158,598.6299280000001,225.36385600000006,
159,598.6299280000001,271.36385600000006,
160,598.6299280000001,317.36385600000006,
161,598.6299280000001,363.36385600000006,
162,598.6299280000001,409.36385600000006,
163,598.6299280000001,455.36385600000006,
164,598.6299280000001,501.36385600000006,
165,598.6299280000001,547.363856,
166,598.6299280000001,593.363856,
167,598.6299280000001,639.363856,
168,644.6299280000001,41.363856000000055,
169,644.6299280000001,87.36385600000006,
170,644.6299280000001,133.36385600000006,
171,644.6299280000001,179.36385600000006,
172,644.6299280000001,225.36385600000006,
173,644.6299280000001,271.36385600000006,
174,644.6299280000001,317.36385600000006,
175,644.6299280000001,363.36385600000006,
176,644.6299280000001,409.36385600000006,
177,644.6299280000001,455.36385600000006,
178,644.6299280000001,501.36385600000006,
179,644.6299280000001,547.363856,
180,644.6299280000001,593.363856,
181,644.6299280000001,639.363856,
182,690.6299280000001,41.363856000000055,
183,690.6299280000001,87.36385600000006,
184,690.6299280000001,133.36385600000006,
185,690.6299280000001,179.36385600000006,
186,690.6299280000001,225.36385600000006,
187,690.6299280000001,271.36385600000006,
188,690.6299280000001,317.36385600000006,
189,690.6299280000001,363.36385600000006,
190,690.6299280000001,409.36385600000006,
191,690.6299280000001,455.36385600000006,
192,690.6299280000001,501.36385600000006,
193,690.6299280000001,547.363856,
194,690.6299280000001,593.363856,
195,690.6299280000001,639.363856,
196,736.6299280000001,41.363856000000055,
197,736.6299280000001,87.36385600000006,
198,736.6299280000001,133.36385600000006,
199,736.6299280000001,179.36385600000006,
200,736.6299280000001,225.36385600000006,
201,736.6299280000001,271.36385600000006,
202,736.6299280000001,317.36385600000006,
203,736.6299280000001,363.36385600000006,
204,736.6299280000001,409.36385600000006,
205,736.6299280000001,455.36385600000006,
206,736.6299280000001,501.36385600000006,
207,736.6299280000001,547.363856,
208,736.6299280000001,593.363856,
209,736.6299280000001,639.363856,
210,782.6299280000001,41.363856000000055,
211,782.6299280000001,87.36385600000006,
212,782.6299280000001,133.36385600000006,
213,782.6299280000001,179.36385600000006,
214,782.6299280000001,225.36385600000006,
215,782.6299280000001,271.36385600000006,
216,782.6299280000001,317.36385600000006,
217,782.6299280000001,363.36385600000006,
218,782.6299280000001,409.36385600000006,
219,782.6299280000001,455.36385600000006,
220,782.6299280000001,501.36385600000006,
221,782.6299280000001,547.363856,
222,782.6299280000001,593.363856,
223,782.6299280000001,639.363856,
224,828.6299280000001,41.363856000000055,
225,828.6299280000001,87.36385600000006,
226,828.6299280000001,133.36385600000006,
227,828.6299280000001,179.36385600000006,
228,828.6299280000001,225.36385600000006,
229,828.6299280000001,271.36385600000006,
230,828.6299280000001,317.36385600000006,
231,828.6299280000001,363.36385600000006,
232,828.6299280000001,409.36385600000006,
233,828.6299280000001,455.36385600000006,
234,828.6299280000001,501.36385600000006,
235,828.6299280000001,547.363856,
236,828.6299280000001,593.363856,
237,828.6299280000001,639.363856,
238,874.6299280000001,41.363856000000055,
239,874.6299280000001,87.36385600000006,
240,874.6299280000001,133.36385600000006,
241,874.6299280000001,179.36385600000006,
242,874.6299280000001,225.36385600000006,
243,874.6299280000001,271.36385600000006,
244,874.6299280000001,317.36385600000006,
245,874.6299280000001,363.36385600000006,
246,874.6299280000001,409.36385600000006,
247,874.6299280000001,455.36385600000006,
248,874.6299280000001,501.36385600000006,
249,874.6299280000001,547.363856,
250,874.6299280000001,593.363856,
251,874.6299280000001,639.363856,
